Row ID,Order Date,Customer ID,Customer Name,Gender,Segment,Product ID,Category,Sub Category,Product Name,Quantity,Price per Unit
8771,2023-07-29,CUST-8004,Vikram Iyer,Male,Corporate,PROD-832,Furniture,Bookcases,Wooden Bookcase,8,6568.65
1220,2020-10-11,CUST-3285,Rohit Kapoor,Male,Home Office,PROD-664,Office Supplies,Storage,File Box,9,937.75
10054,31/10/3023,CUST-3402,Mohammed Khan ,Male,,PROD-510,Office Supplies,Binders,View Binder,5,₹962.48
4633,2024-05-16,CUST-5266,Yogesh Patil,Male,Home Office,PROD-357,Technology,Accessories,Charger,9,620.39
8051,2020-08-17,CUST-3882,Sachin Yadav,Male,Consumer,PROD-285,Technology,Accessories,Mouse,1,4010.09
360,2020-08-12,CUST-5420,Prashant Joshi,Male,Home Office,PROD-814,Office Supplies,Paper,Sticky Notes,2,4681.88
1261,2020-11-14,CUST-1167,Vikram Iyer,Male,Home Office,PROD-781,Office Supplies,Binders,Ring Binder,10,419.95
6789,2024-05-28,CUST-2501,Rohit Kapoor,Male,,PROD-421,Furniture,Chairs,Executive Chair,6,4615.06
10250,2023-02-19,CUST-2161,Deepa Nair ,Female,,PROD-227,Office Supplies,Paper,Sticky Notes,6,"6,237.19"
6112,2023-01-23,CUST-9189,Ajay Deshmukh,Male,Corporate,PROD-551,Furniture,Bookcases,Wooden Bookcase,7,4626.14
5727,2020-05-30,CUST-5399,Sneha Reddy,Female,Consumer,PROD-675,Technology,Accessories,Keyboard,8,264.83
8994,2021-11-01,CUST-2556,Karan Mehta,Male,Home Office,PROD-506,Furniture,Chairs,Ergonomic Chair,1,6298.57
3432,2025-04-01,CUST-2150,Rakesh Rao,Male,,PROD-218,Office Supplies,Storage,File Box,8,2631.69
9121,2022-04-03,CUST-1091,Deepak Kumar,Male,Home Office,PROD-632,Technology,Laptops,Gaming Laptop,3,5285.68
9407,2025-09-05,CUST-3056,Manish Desai,Male,Consumer,PROD-155,Furniture,Tables,Folding Table,6,5833.84
7412,2023-04-20,CUST-2904,Amrita Ghosh,Female,Consumer,PROD-420,Office Supplies,Binders,View Binder,3,1483.26
3615,2022/05/31,CUST-4020,Bhavika Patel,Female,,PROD-847,Technology,Copiers,Laser Copier,8,252.87
5024,2021-06-05,CUST-7025,Harish Bhat,Male,,PROD-602,Technology,Phones,Cordless Phone,3,"2,103.72"
8156,2023-06-13,CUST-9694,Kavita Joshi,Female,Consumer,PROD-488,Furniture,Chairs,Executive Chair,10,2407.57
6566,2021-11-22,CUST-4653,Akhilesh Verma,Male,,PROD-209,Furniture,Chairs,Executive Chair,2,₹6681.26
4496,2024-01-14,CUST-7640,Kumari Rani,Female,,PROD-460,Office Supplies,Writing,Fountain Pen,2,5581.3
7055,2024-06-25,CUST-6477,Pooja Patel,Female,Corporate,PROD-577,Office Supplies,Writing,Fountain Pen,1,6429.86
7125,2020-11-19,CUST-9610,Ajay Deshmukh,Male,Consumer,PROD-148,Technology,Laptops,Gaming Laptop,7,5576.9
339,2022-06-07,CUST-4594,Amitabh Sinha,Male,Consumer,PROD-842,Technology,Copiers,Laser Copier,1,250.98
3100,12/10/3021,CUST-6245,Karan Mehta,Male,Home Office,PROD-594,Office Supplies,Storage,File Box,1,1878.52
10126,2023-01-17,CUST-1204,Nisha Verma ,Female,Home Office,PROD-938,Technology,Accessories,Charger,1,5230.44
1752,2024-01-16,CUST-2860,Amit Sharma,Male,,PROD-581,Technology,Phones,Smartphone,7,7309.73
5374,2023-07-16,CUST-6228,Karan Mehta,Male,,PROD-313,Office Supplies,Storage,Desk Organizer,7,2875.6
7114,unknown,CUST-4664,Rajesh Sharma,Male,Consumer,PROD-932,Office Supplies,Writing,Marker,7,4090.92
4231,2025/06/29,CUST-5441,Vijay Rao,Male,,PROD-301,Furniture,Tables,Conference Table,2,761.91
6177,2023-05-05,CUST-4437,,Male,Home Office,PROD-511,Furniture,Tables,Office Desk,1,6578.45
1872,2024-02-26,CUST-3151,Kishore Shetty,Male,,PROD-838,Furniture,Bookcases,Wooden Bookcase,1,7460.48
2849,2021-02-25,CUST-5042,Vijay Rao,Male,Home Office,PROD-998,Furniture,Tables,Office Desk,6,6009.48
9974,2024-05-02,CUST-7558,Kishore Shetty,Male,Home Office,PROD-307,Furniture,Bookcases,Metal Shelf,7,₹2227.14
3480,2020-06-28,CUST-6293,Sachin Yadav,Male,Consumer,PROD-367,Office Supplies,Storage,Desk Organizer,9,6429.34
3176,2023-02-19,CUST-9936,Shreya Kapoor,Female,Corporate,PROD-542,Furniture,Tables,Office Desk,5,6004.5
2278,2021-06-19,CUST-1917,Nisha Verma,Female,Consumer,PROD-492,Office Supplies,Paper,Sticky Notes,10,1394.11
7782,2023-11-02,CUST-9415,Karan Mehta,Male,Consumer,PROD-431,Office Supplies,Paper,Printer Paper,5,5051.95
1183,2024-10-07,CUST-3734,Praveen Pillai,Male,,PROD-953,Furniture,Tables,Office Desk,10,423.93
4488,2024-11-29,CUST-6649,Ritu Singh,Female,,PROD-204,Furniture,Bookcases,Corner Shelf,4,6711.37
8413,2024-04-04,CUST-2951,Aarti Kumar,Female,Consumer,PROD-390,Technology,Laptops,Ultrabook Laptop,8,1176.17
1512,2022-07-27,CUST-7861,Shivam Chauhan,Male,,PROD-551,Furniture,Bookcases,Wooden Bookcase,3,7145.59
2135,unknown,CUST-5903,Vijay Rao,Male,Consumer,PROD-283,Office Supplies,Storage,Storage Bin,4,3829.58
3592,10-11-2023,CUST-4858,Vijay Rao,Male,,PROD-806,Office Supplies,Paper,Notebook,10,2365.91
1867,2024-04-25,CUST-6796,Vikram Iyer,Male,Consumer,PROD-976,Technology,Phones,Cordless Phone,2,6840.81
691,05-02-2025,CUST-2661,Suresh Reddy,Male,,PROD-771,Technology,Phones,Smartphone,6,1030.89
10025,2025-07-29,CUST-6887,Harish Bhat ,Male,,PROD-169,Furniture,Bookcases,Wooden Bookcase,4,4726.58
4520,2020-07-13,CUST-8651,Bhavna Mehta,Female,Consumer,PROD-760,Furniture,Tables,Conference Table,10,3824.55
1458,2025-07-14,CUST-2806,Arjun Singh,Male,Consumer,PROD-408,Technology,Copiers,Laser Copier,3,1169.03
214,06-07-2020,CUST-5760,Yogesh Patil,Male,Corporate,PROD-468,Office Supplies,Storage,Storage Bin,2,780.36
5107,26-05-2025,CUST-4773,Rahul Patel,Male,Home Office,PROD-468,Technology,Copiers,Laser Copier,8,194.38
209,2024-01-11,CUST-9524,Aarti Kumar,Female,Corporate,PROD-710,Office Supplies,Storage,Storage Bin,3,2619.79
5579,2020-04-12,CUST-8097,Sunita Jadhav,Female,,PROD-201,Furniture,Tables,Conference Table,4,5544.74
9167,2020-03-02,CUST-2896,Nitin Kulkarni,Male,Corporate,PROD-553,Furniture,Tables,Conference Table,6,3973.35
3057,2022-08-04,CUST-6501,Rachna Bhat,Female,,PROD-395,Office Supplies,Storage,Storage Bin,5,4261.94
2831,2025-09-04,CUST-6662,Sachin Yadav,Male,Consumer,PROD-726,Office Supplies,Binders,View Binder,2,₹5011.09
10166,2020-01-18,CUST-5493,Amit Sharma ,Male,,PROD-170,Furniture,Chairs,Folding Chair,7,5043.46
8054,2020-08-18,CUST-5600,Sunita Jadhav,Female,Home Office,PROD-139,Technology,Phones,Desk Phone,2,2415.33
2703,2021-12-04,CUST-5772,Rohit Kapoor,Male,Corporate,PROD-937,Furniture,Bookcases,Corner Shelf,2,7490.13
9008,2023-01-27,CUST-4279,Neha Gupta,Female,Corporate,PROD-321,Office Supplies,Writing,Ballpoint Pen,five,₹6833.56
4682,2023/07/29,CUST-8530,Pallavi Kulkarni,Female,,PROD-491,Office Supplies,Paper,Notebook,6,3933.47
1410,2021-11-11,CUST-1478,Aditya Ghosh,Male,Consumer,PROD-350,Furniture,Tables,Conference Table,8,"1,046.18"
4700,2021-06-25,CUST-5520,Karan Mehta,Male,,PROD-676,Technology,Phones,Smartphone,7,₹4394.47
10113,2020-03-10,CUST-9862,Arjun Singh ,Male,Consumer,PROD-601,Furniture,Chairs,Executive Chair,10,4110.76
2907,21-08-2021,CUST-4048,Manish Desai,Male,Home Office,PROD-394,Technology,Accessories,Mouse,4,7311.83
4950,2024/11/06,CUST-9109,Anjali Sharma,Female,Home Office,PROD-309,Office Supplies,Writing,Marker,5,2605.19
6371,2023-03-23,CUST-4251,Sneha Reddy,Female,Consumer,PROD-652,Office Supplies,Binders,View Binder,7,1250.97
4668,2021-09-27,CUST-1489,Nisha Verma,Female,,PROD-161,Technology,Laptops,Ultrabook Laptop,9,5004.06
7334,2022-06-14,CUST-6321,Rajesh Sharma,Male,Consumer,PROD-441,Furniture,Bookcases,Wooden Bookcase,5,5181.21
7593,2024-03-09,CUST-3179,Amrita Ghosh,Female,,PROD-363,Technology,Phones,Smartphone,4,2830.25
5641,2020-10-25,CUST-6843,,Female,Corporate,PROD-636,Technology,Laptops,Ultrabook Laptop,9,2622.5
896,2021-06-26,CUST-5144,Deepak Kumar,Male,Corporate,PROD-807,Furniture,Bookcases,Wooden Bookcase,10,965.83
2590,unknown,CUST-9231,Kumari Rani,Female,,PROD-311,Office Supplies,Paper,Sticky Notes,2,1819.21
7212,2022-11-17,CUST-5508,Prashant Joshi,Male,,PROD-856,Furniture,Chairs,Ergonomic Chair,5,4046.15
1888,2021-06-06,CUST-6447,Sonal Mishra,Female,Home Office,PROD-470,Office Supplies,Writing,Fountain Pen,5,5839.04
6543,2021-07-09,CUST-8491,,Male,Corporate,PROD-896,Furniture,Bookcases,Metal Shelf,4,₹870.38
1305,2024-12-05,CUST-6051,Deepak Kumar,Male,Home Office,PROD-143,Technology,Copiers,Laser Copier,7,1974.63
4069,2022-03-30,CUST-8432,Sneha Reddy,Female,Home Office,PROD-758,Office Supplies,Paper,Notebook,5,1396.23
6228,2021-09-06,CUST-5871,Arjun Singh,Male,Corporate,PROD-384,Office Supplies,Binders,View Binder,5,296.44
6621,2021-11-09,CUST-1066,Rakesh Rao,Male,,PROD-422,Furniture,Tables,Conference Table,5,2539.71
3676,2023-08-28,CUST-2749,Priyanka Sinha,Female,,PROD-415,Furniture,Tables,Office Desk,3,1263.76
7411,2021-07-01,CUST-5738,Ila Rao,Female,Home Office,PROD-232,Furniture,Tables,Folding Table,9,NA
6203,unknown,CUST-6856,Praveen Pillai,Male,Consumer,PROD-573,Technology,Laptops,Gaming Laptop,4,6051.31
8954,2021/03/12,CUST-4500,Latha Pillai,Female,,PROD-893,Office Supplies,Storage,File Box,6,451.28
4101,unknown,CUST-5362,Ila Rao,Female,,PROD-543,Technology,Laptops,Ultrabook Laptop,4,4204.42
3600,2024-07-18,CUST-3843,Madhuri Nair,Female,Home Office,PROD-935,Office Supplies,Paper,Sticky Notes,5,2529.98
4403,2024-09-30,CUST-5458,Sunil Choudhary,Male,,PROD-674,Office Supplies,Paper,Notebook,1,6474.77
2398,2024-12-10,CUST-7755,,Female,Home Office,PROD-360,Technology,Copiers,Inkjet Copier,7,3998.54
7724,2025/08/12,CUST-8362,Bhavika Patel,Female,,PROD-178,Office Supplies,Writing,Marker,8,7014.73
8242,14-10-2024,CUST-1873,Pallavi Kulkarni,Female,Corporate,PROD-744,Technology,Accessories,Charger,5,NA
231,2022-09-11,CUST-4579,Shreya Kapoor,Female,,PROD-870,Office Supplies,Writing,Marker,1,926.81
3439,2023-08-10,CUST-4548,Divya Menon,Female,,PROD-459,Technology,Laptops,Ultrabook Laptop,4,3580.26
4723,2024-01-21,CUST-1075,Praveen Pillai,Male,Corporate,PROD-993,Furniture,Tables,Office Desk,7,3172.91
4229,2021-09-14,CUST-4714,Prashant Joshi,Male,Consumer,PROD-389,Furniture,Tables,Folding Table,8,4435.25
6724,2022-03-03,CUST-4838,,Female,Consumer,PROD-105,Furniture,Bookcases,Wooden Bookcase,7,2562.43
8728,2020-06-12,CUST-3580,Rachna Bhat,Female,Corporate,PROD-598,Furniture,Bookcases,Corner Shelf,5,2689.26
7301,24-12-2022,CUST-1402,Tarun Mishra,Male,,PROD-655,Office Supplies,Storage,Storage Bin,2,2742.64
3224,2021-08-28,CUST-9551,Rahul Patel,Male,,PROD-878,Office Supplies,Storage,Desk Organizer,5,4510.77
5406,04-04-2025,CUST-8413,Kavita Joshi,Female,,PROD-534,Furniture,Bookcases,Wooden Bookcase,2,3523.57
4034,2022-11-04,CUST-9247,Shreya Kapoor,Female,,PROD-290,Furniture,Chairs,Folding Chair,2,5216.73
5642,2022-01-03,CUST-6522,,Male,Home Office,PROD-811,Furniture,Tables,Folding Table,4,2494.83
660,2021-02-23,CUST-7125,Sonal Mishra,Female,,PROD-439,Technology,Accessories,Mouse,1,₹342.86
2255,2020-05-03,CUST-7305,Nandini Shetty,Female,Home Office,PROD-403,Technology,Copiers,Inkjet Copier,3,3110.06
9032,2020-11-20,CUST-6198,Shivam Chauhan,Male,Consumer,PROD-189,Office Supplies,Binders,Ring Binder,7,7110.72
1819,2023-06-28,CUST-9714,Sanjay Gupta,Male,Home Office,PROD-117,Furniture,Tables,Folding Table,4,3128.12
7788,17-01-2024,CUST-2328,Divya Menon,Female,,PROD-303,Furniture,Chairs,Ergonomic Chair,10,7469.56
4822,2025-05-08,CUST-5518,Mohammed Khan,Male,,PROD-761,Technology,Accessories,Charger,5,7240.67
9994,2020-12-28,CUST-9920,Suresh Reddy,Male,Corporate,PROD-808,Furniture,Chairs,Folding Chair,1,746.63
2168,2023-03-28,CUST-2438,Amrita Ghosh,Female,,PROD-494,Technology,Copiers,Inkjet Copier,6,6334.51
2592,2020-04-27,CUST-6527,Sangeeta Choudhary,Female,,PROD-422,Technology,Accessories,Keyboard,2,452.14
9258,2024-03-17,CUST-9167,Amitabh Sinha,Male,,PROD-339,Office Supplies,Writing,Ballpoint Pen,4,3105.42
7155,2020-03-26,CUST-9378,Sonal Mishra,Female,,PROD-565,Furniture,Chairs,Folding Chair,8,6686.5
7532,2024-08-07,CUST-4830,Sneha Reddy,Female,Consumer,PROD-210,Technology,Copiers,Inkjet Copier,10,2624.83
5496,2020-04-06,CUST-3565,Suresh Reddy,Male,Consumer,PROD-508,Office Supplies,Writing,Fountain Pen,8,2904.57
128,2025/03/23,CUST-5637,Ajay Deshmukh,Male,,PROD-489,Technology,Copiers,Inkjet Copier,5,2745.36
1238,2024-04-15,CUST-4051,Karan Mehta,Male,,PROD-266,Furniture,Tables,Folding Table,1,5935.86
1416,2021/01/08,CUST-2165,Anjali Sharma,Female,Consumer,PROD-985,Technology,Laptops,Ultrabook Laptop,1,623.81
4608,2025-03-28,CUST-1254,Amrita Ghosh,Female,,PROD-819,Furniture,Chairs,Folding Chair,1,4251.98
6688,2021-04-01,CUST-5051,Bhavna Mehta,Female,,PROD-460,Office Supplies,Binders,Ring Binder,2,3478.88
1703,2023-02-24,CUST-3715,Divya Menon,Female,,PROD-429,Furniture,Tables,Conference Table,7,₹6987.83
6122,2022/03/03,CUST-9468,Praveen Pillai,Male,Corporate,PROD-848,Office Supplies,Paper,,6,4874.45
987,26-05-2022,CUST-6618,Sunil Choudhary,Male,,PROD-777,Office Supplies,Writing,Ballpoint Pen,4,6946.71
3908,30-05-2025,CUST-6702,Shreya Kapoor,Female,Corporate,PROD-187,Furniture,Tables,Office Desk,5,6862.36
9288,2023/10/14,CUST-8589,Nitin Kulkarni,Male,,PROD-283,Furniture,Chairs,Executive Chair,4,2696.49
9122,01-11-2023,CUST-6509,Amitabh Sinha,Male,Home Office,PROD-304,Office Supplies,Writing,Marker,3,3754.71
1143,2023-10-05,CUST-3525,Rajesh Sharma,Male,,PROD-761,Technology,Accessories,Keyboard,3,392.38
7485,2025-05-26,CUST-5086,Mohammed Khan,Male,Consumer,PROD-747,Technology,Accessories,Charger,10,4779.46
4554,2023-10-21,CUST-5471,Rohit Kapoor,Male,,PROD-829,Office Supplies,Storage,Storage Bin,1,3002.66
724,2022-12-03,CUST-3464,Bhavika Patel,Female,Home Office,PROD-703,Technology,Accessories,Headphones,8,1895.81
1260,2024-11-16,CUST-5338,Deepa Nair,Female,Consumer,PROD-738,Office Supplies,Storage,File Box,8,5441.69
4038,2020-01-19,CUST-3971,Rahul Patel,Male,Consumer,PROD-986,Furniture,Bookcases,Wooden Bookcase,7,985.3
8420,2025-04-24,CUST-5580,Nandini Shetty,Female,Consumer,PROD-878,Technology,Copiers,Laser Copier,10,5472.17
2354,2022/08/26,CUST-2274,Rahul Patel,Male,Home Office,PROD-912,Furniture,Tables,Folding Table,9,92.56
3278,2024-10-28,CUST-9485,Rahul Patel,Male,Home Office,PROD-477,Office Supplies,Storage,File Box,5,601.19
8996,2020-10-30,CUST-3803,Nisha Verma,Female,Corporate,PROD-663,Furniture,Chairs,Folding Chair,10,₹172.38
4179,2021-05-21,CUST-7976,Divya Menon,Female,,PROD-573,Office Supplies,Writing,Ballpoint Pen,7,6616.58
8019,2020-07-17,CUST-3280,Tarun Mishra,Male,Consumer,PROD-337,Furniture,Bookcases,Wooden Bookcase,2,1543.89
8974,2024-01-05,CUST-5852,Bhavika Patel,Female,Home Office,PROD-597,Office Supplies,Writing,Ballpoint Pen,2,3024.19
1081,2024-01-11,CUST-1830,Amit Sharma,Male,Corporate,PROD-383,Office Supplies,Paper,Printer Paper,3,1044.59
1920,2022-03-15,CUST-9482,Pooja Patel,Female,Consumer,PROD-368,Office Supplies,Writing,Fountain Pen,10,4781.32
10010,2024-06-30,CUST-8407,Sangeeta Choudhary ,Female,Corporate,PROD-502,Technology,Phones,Smartphone,7,208.05
4435,2023-09-22,CUST-6506,Meera Desai,Female,Home Office,PROD-404,Furniture,Bookcases,Corner Shelf,7,3368.45
5620,2021-12-09,CUST-4884,Latha Pillai,Female,Home Office,PROD-230,Furniture,Chairs,Mesh Chair,4,3597.98
8924,2024-03-01,CUST-8126,Madhuri Nair,Female,Corporate,PROD-819,Office Supplies,Storage,Desk Organizer,1,₹701.26
3304,2023-11-06,CUST-5200,Kumari Rani,Female,Corporate,PROD-379,Technology,Phones,Smartphone,9,₹2681.63
701,2021/05/20,CUST-1383,Amrita Ghosh,Female,Corporate,PROD-869,Technology,Laptops,Ultrabook Laptop,7,NA
7955,2024-02-26,CUST-8625,Divya Menon,Female,Corporate,PROD-355,Office Supplies,Paper,Printer Paper,6,5570.28
8623,15-07-2024,CUST-4602,Nitin Kulkarni,Male,Corporate,PROD-439,Office Supplies,Storage,Desk Organizer,10,2401.98
1326,2024-05-15,CUST-5622,Ajay Deshmukh,Male,Consumer,PROD-986,Furniture,Chairs,Ergonomic Chair,4,5129.56
9018,2020-09-11,CUST-3261,Sneha Reddy,Female,Corporate,PROD-323,Technology,Phones,Smartphone,10,4584.4
4513,2021-12-09,CUST-1302,Sachin Yadav,Male,Corporate,PROD-211,Technology,Laptops,Ultrabook Laptop,5,NA
651,2024-10-12,CUST-9844,Nitin Kulkarni,Male,,PROD-650,Furniture,Chairs,Mesh Chair,1,2818.84
2542,19-08-2023,CUST-2587,Harish Bhat,Male,,PROD-143,Furniture,Chairs,Mesh Chair,10,4966.67
5162,2022-08-21,CUST-8656,Vikram Iyer,Male,Consumer,PROD-798,Furniture,Tables,Conference Table,10,"1,975.76"
2835,15-05-2025,CUST-8606,Praveen Pillai,Male,Consumer,PROD-431,Furniture,Bookcases,Corner Shelf,7,3008.73
1607,2021-09-19,CUST-6626,Tarun Mishra,Male,Home Office,PROD-184,Office Supplies,Binders,Ring Binder,8,3663.31
2646,01-03-2022,CUST-9337,Rajesh Sharma,Male,,PROD-189,Technology,Laptops,Gaming Laptop,1,4987.67
9440,2022-08-30,CUST-5967,Karan Mehta,Male,,PROD-252,Technology,Laptops,Gaming Laptop,2,2465.19
1129,15-08-2022,CUST-6517,Sonia Rao,Female,Consumer,PROD-847,Furniture,Chairs,Executive Chair,3,3938.33
3795,04-01-2023,CUST-2823,Pallavi Kulkarni,Female,Corporate,PROD-195,Office Supplies,Binders,Ring Binder,9,1786.54
6302,19-02-2022,CUST-4299,Sneha Reddy,Female,Consumer,PROD-941,Technology,Phones,Cordless Phone,4,"2,952.60"
5661,2025-04-25,CUST-7089,Rakesh Rao,Male,Corporate,PROD-129,Office Supplies,Binders,View Binder,3,5592.28
2141,2022-11-07,CUST-3698,Rahul Patel,Male,Corporate,PROD-426,Furniture,Chairs,Executive Chair,2,₹3158.71
7442,2023/08/17,CUST-1591,Sangeeta Choudhary,Female,,PROD-313,Technology,Copiers,Laser Copier,9,1268.91
4973,2022-12-02,CUST-6450,Suresh Reddy,Male,Home Office,PROD-518,Technology,Phones,Cordless Phone,3,"6,973.69"
2040,2025-02-16,CUST-9717,Sneha Reddy,Female,Home Office,PROD-994,Office Supplies,Paper,Notebook,5,NA
578,4/10/3023,CUST-1535,Kishore Shetty,Male,,PROD-115,Furniture,Chairs,Folding Chair,9,6163.76
3712,2021-06-16,CUST-9734,Rachna Bhat,Female,Corporate,PROD-211,Technology,Copiers,Inkjet Copier,8,5628.66
136,2024-06-12,CUST-6666,Mohammed Khan,Male,Home Office,PROD-154,Furniture,Tables,Conference Table,2,2603.9
4560,2022-01-04,CUST-3487,Ila Rao,Female,,PROD-819,Furniture,Tables,Conference Table,3,2443.94
4784,2021-07-16,CUST-2841,Sunita Jadhav,Female,Home Office,PROD-210,Technology,Copiers,Laser Copier,5,5692.31
5951,2024-11-20,CUST-3918,Anjali Sharma,Female,,PROD-884,Office Supplies,Binders,Ring Binder,5,6403.9
8573,2023-07-04,CUST-3193,Vikram Iyer,Male,Consumer,PROD-854,Furniture,Bookcases,Wooden Bookcase,7,4251.23
7093,2022-08-24,CUST-3803,Rachna Bhat,Female,Consumer,PROD-805,Technology,Accessories,Charger,2,5356.96
1190,2025-03-06,CUST-2346,Prashant Joshi,Male,Home Office,PROD-486,Technology,Copiers,Laser Copier,7,643.33
2694,14-01-2022,CUST-7502,Shreya Kapoor,Female,Corporate,PROD-988,Office Supplies,Writing,Marker,3,1291.25
10026,2025-06-02,CUST-1149,Arjun Singh ,Male,Consumer,PROD-323,Office Supplies,Writing,Fountain Pen,1,4662.43
3884,2020-12-19,CUST-2615,Shreya Kapoor,Female,Corporate,PROD-689,Furniture,Bookcases,Corner Shelf,6,4338.09
8496,2021/05/15,CUST-1227,Harish Bhat,Male,Home Office,PROD-864,Furniture,Chairs,Ergonomic Chair,5,6883.23
4714,2025/09/01,CUST-4156,Deepa Nair,Female,,PROD-598,Technology,Accessories,Headphones,8,7299.88
10133,2023-06-26,CUST-6518,Sachin Yadav ,Male,Home Office,PROD-868,Furniture,Tables,Conference Table,5,NA
9444,2021-03-21,CUST-4546,Bhavika Patel,Female,Home Office,PROD-271,Technology,Laptops,Ultrabook Laptop,1,2085.19
2124,2024-05-28,CUST-2083,Deepak Kumar,Male,Home Office,PROD-790,Technology,Copiers,Inkjet Copier,2,5413.69
4141,2021-05-13,CUST-5825,Sunil Choudhary,Male,Consumer,PROD-730,Technology,Copiers,Laser Copier,6,6997.75
5882,2024-07-12,CUST-3513,Aarti Kumar,Female,Corporate,PROD-219,,Storage,File Box,9,1204.8
6535,2022-05-13,CUST-6436,Rohit Kapoor,Male,Consumer,PROD-398,Technology,Accessories,Mouse,5,5734.66
3115,2023-10-14,CUST-3299,Arjun Singh,Male,,PROD-139,Technology,Phones,Smartphone,9,₹5189.08
40,23-05-2023,CUST-8933,Karan Mehta,Male,,PROD-383,Office Supplies,Storage,File Box,4,2274.63
2167,30-09-2024,CUST-2256,Sachin Yadav,Male,Corporate,PROD-572,Technology,Phones,Cordless Phone,8,1866.75
1902,2024-03-21,CUST-2447,Rachna Bhat,Female,,PROD-585,Office Supplies,Binders,View Binder,9,5349.14
